State,City,Zipcode,Date,Sales
TX,Austin,78704,2020-01-01 00:00:00,$184.45
TX,Austin,78723,2020-01-01 00:00:00,$149.45
TX,Austin,78730,2020-01-01 00:00:00,$74.75
TX,Austin,78749,2020-01-01 00:00:00,$64.75
TX,Austin,78759,2020-01-01 00:00:00,$119.7
TX,Dallas,75204,2020-01-01 00:00:00,$282.15
TX,Dallas,75231,2020-01-01 00:00:00,$74.75
TX,El Paso,79912,2020-01-01 00:00:00,$219.45
TX,El Paso,79925,2020-01-01 00:00:00,$137.7
TX,Fort Worth,76120,2020-01-01 00:00:00,$48.81
TX,Houston,77024,2020-01-01 00:00:00,$283.15
TX,Houston,77025,2020-01-01 00:00:00,$1333.7
TX,Houston,77042,2020-01-01 00:00:00,$209.65
TX,Houston,77069,2020-01-01 00:00:00,$958.8
TX,Houston,77094,2020-01-01 00:00:00,$439.5
TX,Lubbock,79407,2020-01-01 00:00:00,$39.9
TX,Lubbock,79423,2020-01-01 00:00:00,$19.95
TX,San Antonio,78223,2020-01-01 00:00:00,$820.35
TX,San Antonio,78245,2020-01-01 00:00:00,$159.3
TX,San Antonio,78258,2020-01-01 00:00:00,$37.9
TX,Austin,78704,2020-01-02 00:00:00,$922.8
TX,Austin,78723,2020-01-02 00:00:00,$679.2
TX,Austin,78748,2020-01-02 00:00:00,$269.25
TX,Austin,78749,2020-01-02 00:00:00,$79.8
TX,Austin,78758,2020-01-02 00:00:00,$99.75
TX,Dallas,75204,2020-01-02 00:00:00,$1279.05
TX,Dallas,75231,2020-01-02 00:00:00,$27.95
TX,Dallas,75237,2020-01-02 00:00:00,$1088.95
TX,El Paso,79936,2020-01-02 00:00:00,$679.85
TX,Fort Worth,76132,2020-01-02 00:00:00,$699.5
TX,Houston,77007,2020-01-02 00:00:00,$25.9
TX,Houston,77024,2020-01-02 00:00:00,$483.3
TX,Houston,77063,2020-01-02 00:00:00,$1677.7
TX,Houston,77082,2020-01-02 00:00:00,$151.75
TX,Houston,77094,2020-01-02 00:00:00,$294.35
TX,Lubbock,79423,2020-01-02 00:00:00,$230.55
TX,San Antonio,78232,2020-01-02 00:00:00,$152.65
TX,San Antonio,78245,2020-01-02 00:00:00,$160.6
TX,San Antonio,78250,2020-01-02 00:00:00,$348.6
TX,San Antonio,78253,2020-01-02 00:00:00,$238.35
TX,Austin,78704,2020-01-03 00:00:00,$189.55
TX,Dallas,75204,2020-01-03 00:00:00,$104.6
TX,Dallas,75220,2020-01-03 00:00:00,$340.8
TX,Dallas,75231,2020-01-03 00:00:00,$6
TX,El Paso,79936,2020-01-03 00:00:00,$451.75
TX,Houston,77082,2020-01-03 00:00:00,$359.2
TX,San Antonio,78223,2020-01-03 00:00:00,$377.45
TX,San Antonio,78245,2020-01-03 00:00:00,$515.85
TX,Amarillo,79121,2020-01-04 00:00:00,$14.94
TX,Austin,78730,2020-01-04 00:00:00,$597.5
TX,Dallas,75204,2020-01-04 00:00:00,$199.5
TX,El Paso,79912,2020-01-04 00:00:00,$1075.15
TX,Houston,77025,2020-01-04 00:00:00,$699.65
TX,San Antonio,78244,2020-01-04 00:00:00,$283.05
TX,San Antonio,78253,2020-01-04 00:00:00,$425.6
TX,San Antonio,78258,2020-01-04 00:00:00,$92.75
TX,Austin,78704,2020-01-05 00:00:00,$402.6
TX,Austin,78723,2020-01-05 00:00:00,$319.45
TX,Austin,78759,2020-01-05 00:00:00,$3
TX,Dallas,75204,2020-01-05 00:00:00,$1089.87
TX,Dallas,75220,2020-01-05 00:00:00,$934.3
TX,El Paso,79925,2020-01-05 00:00:00,$100
TX,Fort Worth,76120,2020-01-05 00:00:00,$559.3
TX,Houston,77069,2020-01-05 00:00:00,$25.9
TX,San Antonio,78209,2020-01-05 00:00:00,$197.65
TX,San Antonio,78223,2020-01-05 00:00:00,$279.5
TX,San Antonio,78244,2020-01-05 00:00:00,$579.15
TX,San Antonio,78250,2020-01-05 00:00:00,$59.85
TX,San Antonio,78258,2020-01-05 00:00:00,$250.15
TX,Austin,78704,2020-01-06 00:00:00,$536.55
TX,Austin,78730,2020-01-06 00:00:00,$55.85
TX,Austin,78753,2020-01-06 00:00:00,$703.1
TX,Dallas,75204,2020-01-06 00:00:00,$784.7
TX,Dallas,75220,2020-01-06 00:00:00,$77.7
TX,Dallas,75231,2020-01-06 00:00:00,$763.05
TX,El Paso,79925,2020-01-06 00:00:00,$550.85
TX,El Paso,79936,2020-01-06 00:00:00,$19.95
TX,Fort Worth,76120,2020-01-06 00:00:00,$149.7
TX,Houston,77063,2020-01-06 00:00:00,$676.65
TX,Lubbock,79407,2020-01-06 00:00:00,$193.55
TX,Lubbock,79423,2020-01-06 00:00:00,$39.6
TX,San Antonio,78232,2020-01-06 00:00:00,$4
TX,San Antonio,78244,2020-01-06 00:00:00,$239.5
TX,Amarillo,79121,2020-01-07 00:00:00,$426.65
TX,Austin,78704,2020-01-07 00:00:00,$139.65
TX,Austin,78753,2020-01-07 00:00:00,$160.4
TX,Austin,78758,2020-01-07 00:00:00,$194.55
TX,Dallas,75204,2020-01-07 00:00:00,$1364.75
TX,Fort Worth,76120,2020-01-07 00:00:00,$79.75
TX,Lubbock,79407,2020-01-07 00:00:00,$749.05
TX,San Antonio,78209,2020-01-07 00:00:00,$559.35
TX,San Antonio,78223,2020-01-07 00:00:00,$99.75
TX,Arlington,76015,2020-01-08 00:00:00,$19.95
TX,Austin,78730,2020-01-08 00:00:00,$79.75
TX,Austin,78748,2020-01-08 00:00:00,$99.8
TX,El Paso,79936,2020-01-08 00:00:00,$263.2
TX,Houston,77042,2020-01-08 00:00:00,$103.6
TX,Houston,77063,2020-01-08 00:00:00,$319.2
TX,Houston,77069,2020-01-08 00:00:00,$384.2
TX,Lubbock,79423,2020-01-08 00:00:00,$119.7
TX,San Antonio,78253,2020-01-08 00:00:00,$52.9
TX,Arlington,76015,2020-01-09 00:00:00,$529
TX,Austin,78730,2020-01-09 00:00:00,$39.9
TX,Dallas,75204,2020-01-09 00:00:00,$612.8
TX,Dallas,75231,2020-01-09 00:00:00,$1039.9
TX,El Paso,79912,2020-01-09 00:00:00,$103.6
TX,Fort Worth,76132,2020-01-09 00:00:00,$601.45
TX,Houston,77024,2020-01-09 00:00:00,$197.7
TX,San Antonio,78209,2020-01-09 00:00:00,$4.95
