State,City,Zipcode,Date,Sales
CA,Bakersfield,93304,2020-01-01 00:00:00,$627.2
CA,Eureka,95501,2020-01-01 00:00:00,$819.35
CA,Fresno,93726,2020-01-01 00:00:00,$1169.55
CA,Huntington Beach,92646,2020-01-01 00:00:00,$295.21
CA,Los Angeles,90017,2020-01-01 00:00:00,$262.2
CA,Los Angeles,90048,2020-01-01 00:00:00,$247.3
CA,Napa,94558,2020-01-01 00:00:00,$309.4
CA,Napa,94559,2020-01-01 00:00:00,$339.15
CA,Sacramento,95818,2020-01-01 00:00:00,$984.55
CA,Sacramento,95825,2020-01-01 00:00:00,$147.6
CA,San Diego,92111,2020-01-01 00:00:00,$803.3
CA,San Francisco,94103,2020-01-01 00:00:00,$124.75
CA,San Francisco,94118,2020-01-01 00:00:00,$38.85
CA,San Jose,95132,2020-01-01 00:00:00,$163.45
CA,San Jose,95133,2020-01-01 00:00:00,$64.75
OR,Beaverton,97005,2020-01-01 00:00:00,$393.8
OR,Portland,97216,2020-01-01 00:00:00,$587.3
OR,Salem,97301,2020-01-01 00:00:00,$379.35
WA,Redmond,98052,2020-01-01 00:00:00,$238.4
WA,Seattle,98125,2020-01-01 00:00:00,$213.2
WA,Seattle,98126,2020-01-01 00:00:00,$112.65
CA,Burbank,91504,2020-01-02 00:00:00,$729.5
CA,Cupertino,95014,2020-01-02 00:00:00,$317.1
CA,Huntington Beach,92646,2020-01-02 00:00:00,$157.45
CA,Los Angeles,90016,2020-01-02 00:00:00,$248.5
CA,Los Angeles,90017,2020-01-02 00:00:00,$279.3
CA,Manhattan Beach,90266,2020-01-02 00:00:00,$323.75
CA,Napa,94559,2020-01-02 00:00:00,$519.8
CA,Sacramento,95823,2020-01-02 00:00:00,$239.6
CA,San Diego,92111,2020-01-02 00:00:00,$490.05
CA,San Francisco,94103,2020-01-02 00:00:00,$309.05
CA,San Jose,95123,2020-01-02 00:00:00,$704.8
CA,San Jose,95129,2020-01-02 00:00:00,$836.55
CA,San Jose,95132,2020-01-02 00:00:00,$14.95
CA,Ventura,93003,2020-01-02 00:00:00,$391.15
OR,Beaverton,97005,2020-01-02 00:00:00,$65.85
OR,Bend,97701,2020-01-02 00:00:00,$314.71
OR,Eugene,97402,2020-01-02 00:00:00,$1179.55
OR,Portland,97205,2020-01-02 00:00:00,$353.25
OR,Portland,97220,2020-01-02 00:00:00,$43.85
OR,Salem,97301,2020-01-02 00:00:00,$299.25
WA,Bellevue,98006,2020-01-02 00:00:00,$204.45
WA,Issaquah,98027,2020-01-02 00:00:00,$174.65
WA,Redmond,98052,2020-01-02 00:00:00,$694.1
WA,Seattle,98126,2020-01-02 00:00:00,$79.95
WA,Vancouver,98665,2020-01-02 00:00:00,$500
WA,Vancouver,98684,2020-01-02 00:00:00,$264.6
CA,Compton,90220,2020-01-03 00:00:00,$51.8
CA,Irvine,92602,2020-01-03 00:00:00,$531
CA,Los Angeles,90016,2020-01-03 00:00:00,$100
CA,Los Angeles,90048,2020-01-03 00:00:00,$283
CA,Manhattan Beach,90266,2020-01-03 00:00:00,$262.3
CA,Sacramento,95818,2020-01-03 00:00:00,$611.4
CA,Sacramento,95823,2020-01-03 00:00:00,$89.85
CA,Sacramento,95825,2020-01-03 00:00:00,$154.5
CA,San Diego,92111,2020-01-03 00:00:00,$424.1
CA,San Francisco,94118,2020-01-03 00:00:00,$219.4
CA,San Jose,95133,2020-01-03 00:00:00,$783.95
OR,Beaverton,97006,2020-01-03 00:00:00,$38.85
OR,Bend,97701,2020-01-03 00:00:00,$103.6
OR,Eugene,97402,2020-01-03 00:00:00,$559.95
OR,Portland,97216,2020-01-03 00:00:00,$77.7
WA,Spokane,99218,2020-01-03 00:00:00,$64.75
CA,Folsom,95630,2020-01-04 00:00:00,$139.65
CA,Irvine,92602,2020-01-04 00:00:00,$1203.4
CA,Los Angeles,90017,2020-01-04 00:00:00,$359.2
CA,Manhattan Beach,90266,2020-01-04 00:00:00,$609.1
CA,San Jose,95129,2020-01-04 00:00:00,$195.65
OR,Springfield,97477,2020-01-04 00:00:00,$729.3
WA,Bellevue,98006,2020-01-04 00:00:00,$91.32
CA,Burbank,91504,2020-01-05 00:00:00,$248.4
CA,Folsom,95630,2020-01-05 00:00:00,$110.45
CA,Fresno,93726,2020-01-05 00:00:00,$97.65
CA,Los Angeles,90017,2020-01-05 00:00:00,$384.3
CA,Manhattan Beach,90266,2020-01-05 00:00:00,$548.6
CA,Napa,94558,2020-01-05 00:00:00,$19.95
CA,Sacramento,95825,2020-01-05 00:00:00,$179.55
CA,San Francisco,94103,2020-01-05 00:00:00,$59.95
CA,San Francisco,94118,2020-01-05 00:00:00,$373.3
CA,San Jose,95123,2020-01-05 00:00:00,$269.55
CA,San Jose,95125,2020-01-05 00:00:00,$59.85
OR,Albany,97322,2020-01-05 00:00:00,$132.65
OR,Beaverton,97006,2020-01-05 00:00:00,$619.3
OR,Salem,97301,2020-01-05 00:00:00,$139.65
OR,Springfield,97477,2020-01-05 00:00:00,$249.65
WA,Bellevue,98006,2020-01-05 00:00:00,$669.2
WA,Redmond,98052,2020-01-05 00:00:00,$64.75
WA,Seattle,98126,2020-01-05 00:00:00,$209.45
WA,Vancouver,98662,2020-01-05 00:00:00,$9
WA,Vancouver,98665,2020-01-05 00:00:00,$116.55
CA,Compton,90220,2020-01-06 00:00:00,$95.65
CA,Corona,92881,2020-01-06 00:00:00,$499.75
CA,Cupertino,95014,2020-01-06 00:00:00,$69.65
CA,Eureka,95501,2020-01-06 00:00:00,$731
CA,Huntington Beach,92646,2020-01-06 00:00:00,$74.75
CA,Irvine,92602,2020-01-06 00:00:00,$4
CA,Irvine,92618,2020-01-06 00:00:00,$1079.3
CA,Los Angeles,90048,2020-01-06 00:00:00,$239.6
CA,Manhattan Beach,90266,2020-01-06 00:00:00,$51.8
CA,Napa,94558,2020-01-06 00:00:00,$175.6
CA,Sacramento,95818,2020-01-06 00:00:00,$382.3
CA,Sacramento,95823,2020-01-06 00:00:00,$139.65
CA,Sacramento,95834,2020-01-06 00:00:00,$131.7
CA,San Diego,92111,2020-01-06 00:00:00,$19.95
CA,San Francisco,94118,2020-01-06 00:00:00,$19.9
CA,San Jose,95129,2020-01-06 00:00:00,$299.25
OR,Bend,97701,2020-01-06 00:00:00,$19.95
OR,Eugene,97402,2020-01-06 00:00:00,$26.55
OR,Portland,97205,2020-01-06 00:00:00,$294.15
OR,Portland,97216,2020-01-06 00:00:00,$425.8
OR,Portland,97217,2020-01-06 00:00:00,$1039.95
OR,Portland,97220,2020-01-06 00:00:00,$126.65
OR,Springfield,97477,2020-01-06 00:00:00,$419.7
WA,Issaquah,98027,2020-01-06 00:00:00,$182.35
WA,Seattle,98125,2020-01-06 00:00:00,$175.65
WA,Seattle,98126,2020-01-06 00:00:00,$109.6
WA,Spokane,99218,2020-01-06 00:00:00,$168.35
WA,Vancouver,98662,2020-01-06 00:00:00,$139.65
WA,Vancouver,98684,2020-01-06 00:00:00,$715.25
CA,Eureka,95501,2020-01-07 00:00:00,$274.05
CA,Los Angeles,90022,2020-01-07 00:00:00,$334.2
CA,Manhattan Beach,90266,2020-01-07 00:00:00,$51.9
CA,Napa,94559,2020-01-07 00:00:00,$265.35
CA,Rancho Cucamonga,91730,2020-01-07 00:00:00,$227.45
CA,Sacramento,95818,2020-01-07 00:00:00,$487.5
CA,Sacramento,95825,2020-01-07 00:00:00,$335.3
CA,San Diego,92111,2020-01-07 00:00:00,$959.2
CA,San Francisco,94118,2020-01-07 00:00:00,$6
CA,San Jose,95133,2020-01-07 00:00:00,$179.55
CA,Ventura,93003,2020-01-07 00:00:00,$219.45
OR,Albany,97322,2020-01-07 00:00:00,$524.85
OR,Beaverton,97006,2020-01-07 00:00:00,$164.5
OR,Portland,97205,2020-01-07 00:00:00,$119.8
OR,Springfield,97477,2020-01-07 00:00:00,$782.15
WA,Seattle,98125,2020-01-07 00:00:00,$215.5
WA,Spokane,99218,2020-01-07 00:00:00,$284.35
CA,Compton,90220,2020-01-08 00:00:00,$358.65
CA,Fresno,93726,2020-01-08 00:00:00,$502.24
CA,Huntington Beach,92646,2020-01-08 00:00:00,$179.4
CA,Manhattan Beach,90266,2020-01-08 00:00:00,$255.45
CA,Napa,94559,2020-01-08 00:00:00,$309.2
CA,Sacramento,95818,2020-01-08 00:00:00,$539.25
CA,San Jose,95123,2020-01-08 00:00:00,$147.5
CA,San Jose,95125,2020-01-08 00:00:00,$589.4
CA,San Jose,95133,2020-01-08 00:00:00,$579.3
OR,Beaverton,97005,2020-01-08 00:00:00,$583.55
OR,Bend,97701,2020-01-08 00:00:00,$69.82
WA,Redmond,98052,2020-01-08 00:00:00,$199.5
WA,Seattle,98126,2020-01-08 00:00:00,$267.3
WA,Vancouver,98662,2020-01-08 00:00:00,$437.9
CA,Irvine,92602,2020-01-09 00:00:00,$1019.95
CA,Manhattan Beach,90266,2020-01-09 00:00:00,$2641.39
CA,Rancho Cucamonga,91730,2020-01-09 00:00:00,$269.55
CA,Sacramento,95818,2020-01-09 00:00:00,$449.65
CA,Sacramento,95825,2020-01-09 00:00:00,$1309.45
CA,San Francisco,94103,2020-01-09 00:00:00,$164.65
CA,San Jose,95133,2020-01-09 00:00:00,$295.1
CA,San Jose,95134,2020-01-09 00:00:00,$209.65
