State,City,Zipcode,Date,Sales
TX,Austin,78704,2019-01-01 00:00:00,$382.85
TX,Austin,78748,2019-01-01 00:00:00,$218.55
TX,Austin,78749,2019-01-01 00:00:00,$786.9
TX,Austin,78759,2019-01-01 00:00:00,$179.55
TX,Dallas,75204,2019-01-01 00:00:00,$216.2
TX,Dallas,75231,2019-01-01 00:00:00,$301.8
TX,El Paso,79912,2019-01-01 00:00:00,$443.2
TX,El Paso,79936,2019-01-01 00:00:00,$1188.55
TX,Houston,77007,2019-01-01 00:00:00,$149.7
TX,Houston,77024,2019-01-01 00:00:00,$90.65
TX,Houston,77042,2019-01-01 00:00:00,$99.75
TX,Houston,77094,2019-01-01 00:00:00,$59.8
TX,Lubbock,79407,2019-01-01 00:00:00,$146.35
TX,San Antonio,78209,2019-01-01 00:00:00,$189.4
TX,San Antonio,78244,2019-01-01 00:00:00,$178.35
TX,San Antonio,78253,2019-01-01 00:00:00,$202.45
TX,Arlington,76015,2019-01-02 00:00:00,$2.49
TX,Dallas,75204,2019-01-02 00:00:00,$233.1
TX,Dallas,75237,2019-01-02 00:00:00,$179.65
TX,El Paso,79912,2019-01-02 00:00:00,$1000
TX,El Paso,79925,2019-01-02 00:00:00,$641.3
TX,El Paso,79936,2019-01-02 00:00:00,$309.35
TX,Fort Worth,76120,2019-01-02 00:00:00,$387.85
TX,Houston,77069,2019-01-02 00:00:00,$176.35
TX,Lubbock,79423,2019-01-02 00:00:00,$326.3
TX,San Antonio,78223,2019-01-02 00:00:00,$79.6
TX,San Antonio,78232,2019-01-02 00:00:00,$357.9
TX,San Antonio,78253,2019-01-02 00:00:00,$119.6
TX,Amarillo,79121,2019-01-03 00:00:00,$162.45
TX,Arlington,76015,2019-01-03 00:00:00,$1230.4
TX,Austin,78704,2019-01-03 00:00:00,$645.65
TX,Austin,78749,2019-01-03 00:00:00,$157.55
TX,Austin,78758,2019-01-03 00:00:00,$116.55
TX,El Paso,79925,2019-01-03 00:00:00,$39.9
TX,El Paso,79936,2019-01-03 00:00:00,$228.4
TX,Fort Worth,76132,2019-01-03 00:00:00,$397.05
TX,Houston,77063,2019-01-03 00:00:00,$41.75
TX,San Antonio,78244,2019-01-03 00:00:00,$223.35
TX,San Antonio,78245,2019-01-03 00:00:00,$369.1
TX,San Antonio,78250,2019-01-03 00:00:00,$20.65
TX,Austin,78723,2019-01-04 00:00:00,$9
TX,El Paso,79925,2019-01-04 00:00:00,$159.6
TX,El Paso,79936,2019-01-04 00:00:00,$129.65
TX,Fort Worth,76120,2019-01-04 00:00:00,$119.6
TX,Houston,77069,2019-01-04 00:00:00,$219.4
TX,Houston,77096,2019-01-04 00:00:00,$321.8
TX,Lubbock,79423,2019-01-04 00:00:00,$272.55
TX,San Antonio,78250,2019-01-04 00:00:00,$179.85
TX,Austin,78748,2019-01-05 00:00:00,$189.45
TX,Austin,78749,2019-01-05 00:00:00,$239.8
TX,Austin,78753,2019-01-05 00:00:00,$5.9
TX,El Paso,79925,2019-01-05 00:00:00,$179.8
TX,Fort Worth,76120,2019-01-05 00:00:00,$52.9
TX,Fort Worth,76132,2019-01-05 00:00:00,$327.7
TX,San Antonio,78250,2019-01-05 00:00:00,$169.65
TX,Austin,78730,2019-01-06 00:00:00,$273.4
TX,Austin,78749,2019-01-06 00:00:00,$224.35
TX,Dallas,75204,2019-01-06 00:00:00,$1669.2
TX,El Paso,79936,2019-01-06 00:00:00,$654.65
TX,Houston,77007,2019-01-06 00:00:00,$389.05
TX,Houston,77069,2019-01-06 00:00:00,$572.65
TX,Lubbock,79407,2019-01-06 00:00:00,$591
TX,San Antonio,78232,2019-01-06 00:00:00,$99.75
TX,Arlington,76015,2019-01-07 00:00:00,$158.93
TX,Austin,78753,2019-01-07 00:00:00,$79.8
TX,El Paso,79925,2019-01-07 00:00:00,$103.6
TX,Houston,77025,2019-01-07 00:00:00,$359.2
TX,San Antonio,78223,2019-01-07 00:00:00,$216.35
TX,San Antonio,78232,2019-01-07 00:00:00,$58.85
TX,Austin,78704,2019-01-08 00:00:00,$289.25
TX,Austin,78717,2019-01-08 00:00:00,$224.55
TX,Dallas,75204,2019-01-08 00:00:00,$179.55
TX,Dallas,75231,2019-01-08 00:00:00,$359.4
TX,El Paso,79936,2019-01-08 00:00:00,$268.35
